Untitled,Pronunciation,Part of speech,English
laei,/ɫaɪ̯/,nnt.,button (pushbutton)
laeung,/ɫɔʏ̯ŋ/,nnt.,colony
lann,/ɫanˠ/,v.,respect
lann,/ɫanˠ/,v.,worship
launeann,/ɫaʊ̯ˈnʲəunˠ/,v.,rinse
lausteann,/ˈɫaʊ̯ʃtʲəunˠ/,v.,astonish
la,/ɫa/,adj.,consistent
laíonn,/ˈɫaiːɔnˠ/ [ɫiːnˠ],v.,ponder
läch,/lɛːç/,nnt.,tailor
länín,/ˈlɛːɲiːnʲ/,nm.,plant
liaichíonn,/ˈlaçiːɔnˠ/ [ˈlaçiːnˠ],v.,hope
liainsíonn,/ˈlanʲʃiːɔnˠ/ [ˈlanʲʃiːnˠ],v.,calculate
lianaíonn,/ˈlaŋaˌiːɔnˠ/ [ˈlaŋiːnˠ],v.,accompany
lia,/la/,adj.,divine
lioerír,/ˈlɔɾiːɾ/,nf.,cage
lioepíonn,/ˈlɔpʲiːɔnˠ/ [ˈlɔpʲiːnˠ],v.,offer
lionaíonn,/ˈlɪŋaˌiːɔnˠ/ [ˈlɪŋiːnˠ],v.,vomit
lionéir,/ˈlɪŋeːiɾ/ [ˈlɪŋeːɾ],nm.,son
liucht,/lʊxtˠ/,nnt.,fun
liucht,/lʊxtˠ/,nnt.,comedy
liucht,/lʊxtˠ/,nnt.,humor
liuig,/lʊg/,adj.,wild
liu,/lʊ/,adj.,boring
llaireueang,/ˈɫɪɾʊəu̯ŋ/,nnt.,blouse
llaechteann,/ɫaçˈtʲəunˠ/,v.,establish
llaeagán,/ˈɫəu̯gæːnʲ/,nm.,sweater
llaeallín,/ɫəu̯ˈliːnʲ/,nf.,snow
llaelliaunn,/ˈɫelaʊnˠ/,nf.,kettle
llaempfóir,/ɫemʲpʲˈfʲoːiɾ/ [ɫemʲpʲˈfʲoːɾ],nm.,clerk
llaempfóir,/ɫemʲpʲˈfʲoːiɾ/ [ɫemʲpʲˈfʲoːɾ],nm.,accountant
llaeulleaunn,/ˈɫɔʏ̯laʊnˠ/,nf.,spider
llaeulín,/ˈɫɔʏ̯liːnʲ/,nf.,trap
llaeulín,/ˈɫɔʏ̯liːnʲ/,nf.,bait
llaepeann,/ɫeˈpʲəunˠ/,v.,blush
llarann,/ˈɫaʁanˠ/,v.,debate
llächíonn,/ˈɫɛːçiːɔnˠ/ [ˈɫɛːçiːnˠ],v.,nap
lläbllúnfaíonn,/ˈlɛːbʲluːnˠˌfˠaiːɔnˠ/ [ˈlɛːbʲluːnˠfˠiːnˠ],v.,migrate
lläzaíonn,/ˈlɛːʦaˌiːɔnˠ/ [ˈlɛːʦiːnˠ],v.,tear
lläzaíonn,/ˈlɛːʦaˌiːɔnˠ/ [ˈlɛːʦiːnˠ],v.,rip
llämíonn,/ˈlɛːmʲiːɔnˠ/ [ˈlɛːmʲiːnˠ],v.,explode
llämíonn,/ˈlɛːmʲiːɔnˠ/ [ˈlɛːmʲiːnˠ],v.,blow up
lläsí,/lɛːˈʃiː/,nf.,virus
lläsí,/lɛːˈʃiː/,nf.,germ
llät,/lɛːtˠ/,nm.,medicine
lliallög,/ˈlaɫøːg/,nf.,saint
lliaenfíonn,/ˈlanʲfʲiːɔnˠ/ [ˈlanʲfʲiːnˠ],v.,exaggerate
lliaerán,/laˈɾæːnʲ/,nm.,station (railroad, bus)
lliaeríonn,/ˈlaɾiːɔnˠ/ [ˈlaɾiːnˠ],v.,remark
lliaepf,/lapʲfʲ/,adj.,medium
lliarann,/laˈʁanˠ/,v.,put out
lliaíonn,/ˈlaiːɔnˠ/ [liːnˠ],v.,take out
llioz,/lɪʦ/,adj.,light (weight)
llioeg,/lɔg/,adj.,heavy
llioeg,/lɔg/,adj.,serious
llioest,/lɔʃtʲ/,nnt.,patient
lliuasí,/ˈluə̯ʃiː/,nf.,kit
lli,/lɪ/,prep.,across
lleaicheann,/laˈçəunˠ/,v.,draw
lleaicheann,/laˈçəunˠ/,v.,mark
lleaips,/lapʲʃ/,adj.,new
lleaips,/lapʲʃ/,adj.,recent
lleaefeann,/ˈlafʲəunˠ/,v.,check
lleaecht,/laçtʲ/,interj.,goodbye
lleard,/laʁdˠ/,nnt.,vampire
lleaulzín,/ˈlaʊ̯ɫʦiːnʲ/,nm.,holiday
lleidh,/laɪ̯vˠ/,nm.,torch
lleineann,/ˈlaɪ̯nʲanˠ/,v.,rotate
llellázéir,/leˈlæːʦeːˌiɾ/ [leˈlæːʦeːɾ],nm.,finger
llelebheuig,/ˈleleˌvʲɔʏg/,nf.,pitch
lleobhír,/ˈlevˠiːɾ/ [ˈlewiːɾ],nf.,pavement
lleoichtán,/ˈlɔçtʲæːnʲ/,nm.,camera
lleoiz,/lɔʒ/,adj.,stiff
lleoillíonn,/ˈlɔliːɔnˠ/ [ˈlɔliːnˠ],v.,linger
lleoilín,/ˈlɔliːnʲ/,nf.,stake
lleozann,/ˈlɔʦanˠ/,v.,bow
lleonn,/lɔnˠ/,v.,reproduce
lleorzaíonn,/lɔʁˈʦaiːˌɔnˠ/ [lɔʁˈʦiːnˠ],v.,evacuate
lleopf,/lepˠfˠ/,adj.,keen
lleopf,/lepˠfˠ/,adj.,eager
lleuz,/leʦ/,nm.,nut
lleunín,/ˈleŋiːnʲ/,nm.,locker
lleurdaíonn,/ˈleʁdˠaˌiːɔnˠ/ [ˈleʁdˠiːnˠ],v.,finish
llet,/letʲ/,nnt.,growth
lloch,/ɫɔx/,nnt.,shoe
lloechtóir,/ˈɫɔçtʲoːiɾ/ [ˈɫɔçtʲoːɾ],nm.,violence
lloeafeann,/ɫəu̯ˈfʲəunˠ/,v.,withstand
llorzann,/ˈɫɔʁʦanˠ/,v.,smuggle
lluhéchä,/ˈɫʊheːxɛː/,adj.,false
lluilliaunn,/ɫɪˈlaʊnˠ/,nf.,throne
llueig,/ɫaɪ̯ɟ/,nm.,shell
lluerír,/ɫeˈɾiːɾ/,nf.,stay
llueucut,/ɫeˈkʊtˠ/,adj.,pure
llueucut,/ɫeˈkʊtˠ/,adj.,authentic
llueucut,/ɫeˈkʊtˠ/,adj.,clean
llueucut,/ɫeˈkʊtˠ/,adj.,wholesome
llueucut,/ɫeˈkʊtˠ/,adj.,moral
lláchaíonn,/ˈlæːxaˌiːɔnˠ/ [ˈlæːxiːnˠ],v.,persist
llága,/ˈlæːɟa/,adj.,intimate
llá,/ɫæː/,adv.,quickly
lléchtú,/ˈɫeːxtˠuː/,adj.,warm
llélzann,/ɫeːɫˈʦanˠ/,v.,bore
llélán,/ˈleːlæːnʲ/,nm.,claw
llígíonn,/ɫiːˈgiːɔnˠ/ [ɫiːˈgiːnˠ],v.,demonstrate
llíllín,/liːˈliːnʲ/,nf.,liquid
llíonn,/ˈliːɔnˠ/ [liːnˠ],v.,analyze
llíonn,/ˈɫiːɔnˠ/ [ɫiːnˠ],v.,choose
llíonn,/ˈɫiːɔnˠ/ [ɫiːnˠ],v.,select
llíonn,/ˈɫiːɔnˠ/ [ɫiːnˠ],v.,elect
llípög,/ˈliːpˠøːg/,nf.,courier
llófärteann,/ˈloːfʲɛːɾˌtʲəunˠ/,v.,ridicule
llófärteann,/ˈloːfʲɛːɾˌtʲəunˠ/,v.,mock
llóg,/loːg/,nnt.,isotope
llóstéir,/ˈloːʃtʲeːiɾ/ [ˈloːʃtʲeːɾ],nm.,map
llóstéir,/ˈloːʃtʲeːiɾ/ [ˈloːʃtʲeːɾ],nm.,menu
llósán,/loːˈʃæːnʲ/,nm.,tool
llúgíonn,/ɫuːˈgiːɔnˠ/ [ɫuːˈgiːnˠ],v.,cough
llúll,/luːɫ/,nm.,curtain
llúll,/ɫuːl/,nnt.,fuse
llún,/luːɲ/,adj.,weak
llúsíonn,/ˈluːʃiːɔnˠ/ [ˈluːʃiːnˠ],v.,irrigate
llú,/ɫuː/,adj.,random
leac,/ləu̯k/,nm.,lime
leadh,/ləu̯vʲ/,adj.,economic
leagueueg,/ˈlaɟɔʏg/,nf.,beginning
leaidzír,/ˈladʲʒiːɾ/,nf.,technology
leaigán,/ˈlagæːnʲ/,nm.,trend
leallzaíonn,/ləu̯ɫˈʦaiːˌɔnˠ/ [ləu̯ɫˈʦiːnˠ],v.,remember
leallín,/ləu̯ˈliːnʲ/,nf.,shelter
leal,/laɫ/,nnt.,difference
leamhaíonn,/ˈlamˠaˌiːɔnˠ/ [ˈlamˠiːnˠ],v.,injure
leamm,/lemˠ/,nm.,skin
leann,/lanˠ/,v.,argue
leann,/lanˠ/,v.,testify
lear,/laʁ/,adj.,convenient
learír,/ˈləu̯ʁiːɾ/,nf.,hip
leauhung,/ˈlaʊ̯hʊŋ/,nnt.,temper
lea,/ləu̯/,nnt.,log
lea,/ləu̯/,nnt.,stick
leaßueurdeann,/ˈlasˠɔʏ̯ɾˌdʲəunˠ/,v.,anticipate
leibheann,/ˈlaɪ̯vʲəunˠ/,v.,escape
leibheann,/ˈlaɪ̯vʲəunˠ/,v.,flee
leilög,/ˈlaɪ̯løːg/,nf.,avenue
leir,/laɪ̯ʁ/,adj.,native
leoigíonn,/ˈlɔgiːɔnˠ/ [ˈlɔgiːnˠ],v.,attract
leoeziaigán,/ˈlɔʒagæːnʲ/,nm.,party
leonf,/lɔnˠfˠ/,adj.,golden
leong,/lɔŋ/,nnt.,pistol
leo,/lɔ/,nnt.,gap
leuchteann,/ˈlɔʏ̯çtʲəunˠ/,v.,substitute
leucídz,/lɔʏ̯ˈciːdʲʒ/,adj.,immune
leuibhán,/ˈlʊvʲæːnʲ/,nm.,weapon
leuipög,/lʊˈpʲøːg/,nf.,country (rural area)
leunn,/lɔʏ̯nˠ/,nm.,market
leunög,/ˈleŋøːg/,nf.,junk
leupsann,/ˈlɔʏ̯pˠsˠanˠ/,v.,raise
le,/le/,prep.,without
lept,/lepʲtʲ/,adj.,last (previous)
lept,/lepʲtʲ/,adj.,previous
loeuzaíonn,/ɫeˈʦaiːˌɔnˠ/ [ɫeˈʦiːnˠ],v.,rule
loeuzaíonn,/ɫeˈʦaiːˌɔnˠ/ [ɫeˈʦiːnˠ],v.,reign
loeumpf,/ɫɔʏ̯mʲpʲfʲ/,nnt.,cat
loe,/ɫe/,nnt.,cotton
lomán,/ˈɫɔmˠæːnʲ/,nm.,circulation
lonn,/ɫɔnˠ/,v.,hover
lonn,/ɫɔnˠ/,v.,hang
löfredzéir,/ˈløːfʲɾedʲˌʒeːiɾ/ [ˈløːfʲɾedʲʒeːɾ],nm.,bronze
lög,/løːg/,det.,many
lög,/løːɟ/,adj.,volatile
lögíonn,/ˈɫøːgiːɔnˠ/ [ˈɫøːgiːnˠ],v.,sort
lörann,/løːˈʁanˠ/,v.,intimidate
lösí,/ˈløːʃiː/,nf.,stand
luneu,/ˈlʊnˠɔʏ/,pron.,our
luneu,/ˈlʊnˠɔʏ/,pron.,ours (masc)
lüchueuig,/ˈlʏːxɔʏg/,nf.,hook
lüb,/ɫʏːbˠ/,nm.,meal
lünfeann,/ˈlʏːnʲfʲəunˠ/,v.,inject
lü,/lʏː/,nnt.,glasses
lámm,/ɫæːmˠ/,nm.,opinion
lán,/laːnˠ/,pron.,our
lán,/laːnˠ/,pron.,ours (fem)
lárdeann,/ˈɫæːɾdʲəunˠ/,v.,read
lég,/leːg/,nnt.,fable
lézoirdíonn,/ˈleːʦɪɾˌdʲiːɔnˠ/ [ˈleːʦɪɾdʲiːnˠ],v.,discuss
léllög,/ˈleːløːg/,nf.,apology
léseann,/ˈleːʃəunˠ/,v.,struggle
lésí,/ˈɫeːʃiː/,nf.,boulder
létóir,/ˈɫeːtˠoːiɾ/ [ˈɫeːtˠoːɾ],nm.,lens
lé,/leː/,nnt.,candy
lé,/ɫeː/,nnt.,sign
lé,/ɫeː/,nnt.,signal
lé,/ɫeː/,nnt.,alarm
lé,/ɫeː/,nnt.,siren
líg,/liːɟ/,adj.,benign
líza,/ˈliːʦa/,nnt.,dancer
lír,/liːʁ/,nnt.,feast
lír,/liːʁ/,nnt.,picnic
lírín,/ɫiːˈʁiːnʲ/,nm.,history
líséir,/ˈliːʃeːiɾ/ [ˈliːʃeːɾ],nm.,cloth
líséir,/ˈliːʃeːiɾ/ [ˈliːʃeːɾ],nm.,fabric
líséir,/ˈliːʃeːiɾ/ [ˈliːʃeːɾ],nm.,textile
lóchann,/ˈloːxanˠ/,v.,beat
lózaíonn,/ˈɫoːʦaˌiːɔnˠ/ [ˈɫoːʦiːnˠ],v.,wonder
lóllög,/ˈloːɫøːg/,nf.,grill
lóllög,/ˈloːɫøːg/,nf.,barbecue
lórdeann,/ˈloːɾdʲəunˠ/,v.,take apart
lótaíonn,/loːˈtˠaiːˌɔnˠ/ [loːˈtˠiːnˠ],v.,violate
ló,/loː/,adj.,cool (slightly cold)
lóps,/ɫoːpʲʃ/,nnt.,skeleton
lúg,/luːg/,nnt.,smoke
lúg,/luːg/,nnt.,cloud
lúg,/luːg/,nnt.,dust
lúg,/luːg/,nnt.,flour
lúneann,/ˈluːɲəunˠ/,v.,arrest
lúníonn,/ˈluːɲiːɔnˠ/ [ˈluːɲiːnˠ],v.,come up with
lúr,/luːʁ/,adv.,there
efeann,/ˈefʲəunˠ/,v.,swallow
efög,/ˈefʲøːg/,nf.,nurse
echeuig,/eˈçɔʏg/,nf.,start
echteuig,/ˈeçtʲɔʏg/,nf.,queen
echtíonn,/eçˈtʲiːɔnˠ/ [eçˈtʲiːnˠ],v.,use
echtíonn,/eçˈtʲiːɔnˠ/ [eçˈtʲiːnˠ],v.,utilize
echtíonn,/eçˈtʲiːɔnˠ/ [eçˈtʲiːnˠ],v.,spend
echtíonn,/eçˈtʲiːɔnˠ/ [eçˈtʲiːnˠ],v.,waste
echtíonn,/eçˈtʲiːɔnˠ/ [eçˈtʲiːnˠ],v.,employ
echtíonn,/eçˈtʲiːɔnˠ/ [eçˈtʲiːnˠ],v.,exert
eafíonn,/ˈəu̯fʲiːɔnˠ/ [ˈəu̯fʲiːnˠ],v.,revise
eacann,/ˈekanˠ/,v.,crouch
eacht,/extˠ/,nm.,defense
each,/ex/,nnt.,riot
each,/əu̯x/,nnt.,rumor
each,/əu̯x/,nnt.,gossip
eachír,/əu̯ˈçiːɾ/,nf.,west
eac,/əu̯k/,nm.,chalk
eadamm,/ˈedˠamˠ/,nm.,glove
eadz,/edˠʦ/,nnt.,rule (law, regulation)
eadzín,/ˈəu̯dʲʒiːnʲ/,nm.,branch (tree part)
eadeaíonn,/ˈəu̯dʲaˌiːɔnˠ/ [ˈəu̯dʲiːnˠ],v.,care
eabh,/evˠ/,nm.,rifle
eabhóir,/eˈvˠoːiɾ/ [eˈwoːɾ],nm.,lot
eabhúgoeonsann,/ˈəu̯vˠuːˌɟeŋsˠanˠ/ [ˈəu̯wuːˌɟeŋsˠanˠ],v.,wipe
eabó,/ˈebˠoː/,adj.,natural
eagann,/ˈəu̯ɟanˠ/,v.,inhibit
eagliaíonn,/ˈəu̯glaˌiːɔnˠ/ [ˈəu̯gliːnˠ],v.,recite
eagllícémm,/ˈəu̯gliːceːmˠ/,nnt.,match (for fire)
eag,/eɟ/,nm.,ferry
eagíonn,/ˈəu̯giːɔnˠ/ [ˈəu̯giːnˠ],v.,knock
eaz,/eʦ/,adj.,firm
eaz,/eʦ/,adj.,solid
eaz,/eʦ/,adj.,dense
eaz,/eʦ/,adj.,sturdy
eaz,/eʦ/,adj.,compact
eazír,/eˈʦiːɾ/,nf.,company
eazúir,/ˈəu̯ʒuːiɾ/ [ˈəu̯ʒuːɾ],nm.,dress
ealann,/ˈeɫanˠ/,v.,resemble
ealzéir,/ˈeɫʦeːiɾ/ [ˈeɫʦeːɾ],nm.,south
ealeaunn,/ˈəu̯laʊnˠ/,nf.,mission
eal,/eɫ/,adj.,bizarre
ealín,/ˈəu̯liːnʲ/,nf.,darling
ealír,/əu̯ˈliːɾ/,nf.,country (nation)
eaempfíonn,/ˈəu̯emʲpʲˌfʲiːɔnˠ/ [ˈəu̯emʲpʲfʲiːnˠ],v.,obsess
eaermhein,/əˈuɾmʲaˌɪnʲ/,nf.,nature
eaermhein,/əˈuɾmʲaˌɪnʲ/,nf.,earth
eameann,/ˈəu̯mʲəunˠ/,v.,work (toil)
eamm,/əu̯mˠ/,nm.,metro
eanfaíonn,/ˈenˠfˠaˌiːɔnˠ/ [ˈenˠfˠiːnˠ],v.,inform
eanann,/əu̯ˈŋanˠ/,v.,eat
eaneann,/ˈəu̯ɲəunˠ/,v.,upload
eann,/enˠ/,nm.,pump
eans,/əu̯nˠsˠ/,nnt.,scarf
eaníonn,/ˈəu̯ɲiːɔnˠ/ [ˈəu̯ɲiːnˠ],v.,introduce
earaíonn,/ˈeʁaˌiːɔnˠ/ [ˈeʁiːnˠ],v.,swirl
earz,/əu̯ʁʦ/,adj.,gorgeous
ear,/əu̯ɾ/,prep.,including
eastán,/ˈəu̯ʃtʲæːnʲ/,nm.,television
eastír,/esˠˈtˠiːɾ/,nf.,agony
eas,/əu̯ʃ/,nm.,lock
easín,/eˈsˠiːnʲ/,nm.,price
easín,/eˈsˠiːnʲ/,nm.,fee
easín,/eˈsˠiːnʲ/,nm.,tariff
easí,/ˈəu̯ʃiː/,nf.,darkness
eat,/əu̯tˠ/,adj.,true
eatín,/ˈetˠiːnʲ/,nm.,moment
eatíonn,/ˈəu̯tʲiːɔnˠ/ [ˈəu̯tʲiːnˠ],v.,ring
ea,/əu̯/,nnt.,system
eapfaíonn,/ˈepˠfˠaˌiːɔnˠ/ [ˈepˠfˠiːnˠ],v.,leave (depart)
eapeann,/əu̯ˈpʲəunˠ/,v.,stack
eaps,/əu̯pʲʃ/,adj.,deep
eaßann,/ˈəu̯sˠsˠanˠ/,v.,count
ebhár,/ˈevʲæːʁ/ [ˈevʲə],nnt.,sewage
egeocht,/eˈgextˠ/,adj.,alternate
egán,/ˈegæːnʲ/,nm.,culture
egír,/ˈegiːɾ/,nf.,bedroom
egúir,/eˈguːiɾ/ [eˈguːɾ],nm.,tactic
eifaíonn,/aɪ̯ˈfˠaiːˌɔnˠ/ [aɪ̯ˈfˠiːnˠ],v.,certify
eichtaíonn,/ˈaɪ̯xtˠaˌiːɔnˠ/ [ˈaɪ̯xtˠiːnˠ],v.,request
eichtaíonn,/ˈaɪ̯xtˠaˌiːɔnˠ/ [ˈaɪ̯xtˠiːnˠ],v.,appeal
eichíonn,/ˈaɪ̯çiːɔnˠ/ [ˈaɪ̯çiːnˠ],v.,topple
eidzeann,/ˈaɪ̯dʲʒəunˠ/,v.,rest
eiaf,/aɪ̯ˈafˠ/,nm.,equipment
eigann,/ˈaɪ̯ɟanˠ/,v.,pass
eigann,/ˈaɪ̯ɟanˠ/,v.,cross
eigann,/ˈaɪ̯ɟanˠ/,v.,excel
eig,/aɪ̯g/,nnt.,bath
eigéir,/ˈaɪ̯geːiɾ/ [ˈaɪ̯geːɾ],nm.,century
eigíonn,/ˈaɪ̯giːɔnˠ/ [ˈaɪ̯giːnˠ],v.,combine
eiz,/aɪ̯ʒ/,nnt.,recreation
eilaíonn,/aɪ̯ˈɫaiːˌɔnˠ/ [aɪ̯ˈɫiːnˠ],v.,compare
eillín,/ˈaɪ̯liːnʲ/,nf.,visit
eing,/aɪ̯ŋ/,adj.,short
eing,/aɪ̯ŋ/,adj.,low
einem,/ˈaɪnʲemʲ/,det.,of a
einem,/aˈɪnʲemʲ/,det.,to a
eine,/ˈaɪnʲe/,det.,to a
eine,/ˈaɪne/,det.,a
einséir,/ˈaɪ̯nˠsˠeːiɾ/ [ˈaɪ̯nˠsˠeːɾ],nm.,fan (enthusiast)
ein,/aɪ̯nʲ/,nnt.,back (of body)
ein,/aɪ̯nʲ/,nnt.,back (reverse side)
ein,/aˈɪnʲ/,det.,a
ein,/aˈɪnʲ/,det.,to a
ein,/aˈɪnʲ/,det.,a
einén,/aˈɪnʲeːnʲ/,det.,of a
einér,/ˈaɪnʲeːɾ/,det.,of a
einóir,/ˈaɪ̯ɲoːiɾ/ [ˈaɪ̯ɲoːɾ],nm.,hobby
eirmheg,/ˈaɪ̯ɾmʲeg/,nnt.,study
eirán,/ˈaɪ̯ɾæːnʲ/,nm.,descendant
eirán,/ˈaɪ̯ɾæːnʲ/,nm.,heir
eisteann,/ˈaɪ̯ʃtʲəunˠ/,v.,stink
eistéir,/ˈaɪ̯sˠtˠeːiɾ/ [ˈaɪ̯sˠtˠeːɾ],nm.,axe
eisíonn,/ˈaɪ̯ʃiːɔnˠ/ [ˈaɪ̯ʃiːnˠ],v.,work (be employed)
eitaíonn,/ˈaɪ̯tˠaˌiːɔnˠ/ [ˈaɪ̯tˠiːnˠ],v.,bang
eit,/aɪ̯tˠ/,adj.,sticky
eitír,/ˈaɪ̯tʲiːɾ/,nf.,subtlety
ei,/aɪ̯/,nnt.,whip
eip,/aɪ̯pˠ/,nm.,phone
eipíonn,/aɪ̯ˈpʲiːɔnˠ/ [aɪ̯ˈpʲiːnˠ],v.,flash
eißärzéir,/ˈaɪ̯sˠsˠɛːɾˌʒeːiɾ/ [ˈaɪ̯sˠsˠɛːɾʒeːɾ],nm.,motherland
ezíonn,/eˈʒiːɔnˠ/ [eˈʒiːnˠ],v.,imagine
ellín,/ˈeliːnʲ/,nf.,tusk
eleaunn,/ˈelaʊnˠ/,nf.,bridge
elestíonn,/eˈleʃtʲiːˌɔnˠ/ [eˈleʃtʲiːnˠ],v.,receive
el,/el/,adj.,past
elír,/ˈeliːɾ/,nf.,stew
em,/emʲ/,adj.,possible
em,/emʲ/,adj.,plausible
enf,/enʲfʲ/,adj.,tall
enfóir,/ˈenʲfʲoːiɾ/ [ˈenʲfʲoːɾ],nm.,dot
enfúir,/enʲˈfʲuːiɾ/ [enʲˈfʲuːɾ],nm.,oyster
eneueg,/ˈeɲɔʏg/,nf.,mat
ens,/enʲʃ/,nnt.,parliament
en,/enʲ/,nnt.,crease
en,/eɲ/,nnt.,effect
enín,/ˈenʲiːnʲ/,nm.,care
eocai,/ˈekɪ/,nnt.,assassin
eocaeang,/ˈekəu̯ŋ/,nnt.,flesh
eocha,/ˈexa/,nnt.,curve
eocha,/ˈexa/,nnt.,curl
eogér,/eˈɟeːɾ/,nnt.,piece
eozög,/ˈeʦøːg/,nf.,singer
eozán,/ˈeʦæːnʲ/,nm.,authority
eonf,/enˠfˠ/,nnt.,bra
eonfóir,/ˈenˠfˠoːiɾ/ [ˈenˠfˠoːɾ],nm.,detail
eong,/eŋ/,nnt.,twin
eor,/eʁ/,nnt.,compliment
eost,/esˠtˠ/,prep.,for (a period of time or length of distance)
eotaeueg,/eˈtˠɔʏg/,nf.,slope
eotaeueg,/eˈtˠɔʏg/,nf.,slant
erd,/eɾdʲ/,nnt.,homeland
ereuig,/eˈɾɔʏg/,nf.,usher
ermhiabh,/ˈeɾmʲavˠ/,nm.,heart
ert,/eɾtʲ/,adj.,excellent
ert,/eɾtʲ/,adj.,fantastic
euféir,/ˈefˠeːiɾ/ [ˈefˠeːɾ],nm.,earth
euchaíonn,/ˈɔʏ̯xaˌiːɔnˠ/ [ˈɔʏ̯xiːnˠ],v.,sponsor
euchoelút,/eˈxɔluːtˠ/,nm.,critique
euch,/ɔʏ̯x/,adv.,fairly
euchóir,/ɔʏ̯ˈçoːiɾ/ [ɔʏ̯ˈçoːɾ],nm.,beam
euclleullín,/ɔʏ̯ˈclɔʏ̯liːnʲ/,nf.,shirt
euclleullín,/ɔʏ̯ˈclɔʏ̯liːnʲ/,nf.,blouse
eudzóir,/ˈɔʏ̯dʲʒoːiɾ/ [ˈɔʏ̯dʲʒoːɾ],nm.,hope
eud,/ɔʏ̯dˠ/,nm.,boy
eugaíonn,/ˈeɟaˌiːɔnˠ/ [ˈeɟiːnˠ],v.,crumble
eugaíonn,/ˈeɟaˌiːɔnˠ/ [ˈeɟiːnˠ],v.,dissolve
eugloeneann,/ˈeɟɫɔˌɲəunˠ/,v.,appreciate
eugeann,/ˈɔʏ̯gəunˠ/,v.,ride
eugín,/ɔʏ̯ˈɟiːnʲ/,nm.,teenager
eugín,/ɔʏ̯ˈɟiːnʲ/,nm.,adolescent
euzoeann,/ˈeʦəu̯nˠ/,nm.,cow
euzoeann,/ˈeʦəu̯nˠ/,nm.,buffalo
euz,/ɔʏ̯ʦ/,num.,five
euzúir,/ˈɔʏ̯ʦuːiɾ/ [ˈɔʏ̯ʦuːɾ],nm.,victim
eullä,/ˈeɫɛː/,nnt.,trader
eull,/ɔʏ̯ɫ/,adj.,arrogant
euer,/ɔˈʏeɾ/,pron.,them (masc)
eumpfaíonn,/ˈɔʏ̯mˠpˠfˠaˌiːɔnˠ/ [ˈɔʏ̯mˠpˠfˠiːnˠ],v.,mimic
eumpfaíonn,/ˈɔʏ̯mˠpˠfˠaˌiːɔnˠ/ [ˈɔʏ̯mˠpˠfˠiːnˠ],v.,mock
eunfög,/ˈenˠfˠøːg/,nf.,pornography
eunoeuig,/ˈeŋɔʏg/,nf.,den
euns,/eŋsˠ/,nnt.,bunker
euns,/ɔʏ̯ɲʃ/,adj.,tight
euns,/ɔʏ̯ɲʃ/,adj.,narrow
eun,/ɔʏ̯ɲ/,adj.,broken
eunóir,/ˈɔʏ̯ɲoːiɾ/ [ˈɔʏ̯ɲoːɾ],nm.,spa (mineral spring)
eunúir,/ˈenˠuːiɾ/ [ˈenˠuːɾ],nm.,revolution
eurdann,/ɔʏ̯ʁˈdˠanˠ/,v.,massage
eurdög,/ˈɔʏ̯ɾdʲøːg/,nf.,parcel
eurdög,/ˈɔʏ̯ɾdʲøːg/,nf.,package
eurdög,/ˈɔʏ̯ɾdʲøːg/,nf.,bundle
eurdög,/ˈɔʏ̯ɾdʲøːg/,nf.,packet
eurd,/eʁdˠ/,nnt.,pair
eurann,/ˈɔʏ̯ʁanˠ/,v.,drift
eurzóir,/ˈɔʏ̯ʁʦoːiɾ/ [ˈɔʏ̯ʁʦoːɾ],nm.,government
eureueg,/ˈɔʏ̯ɾɔʏg/,nf.,chef
eureueg,/ˈɔʏ̯ɾɔʏg/,nf.,cook
eure,/ˈɔʏˌeɾəu/,pron.,them (fem)
eure,/ɔˈʏɾe/,pron.,its
eure,/ɔˈʏɾe/,pron.,theirs (sing)
eurán,/ɔʏ̯ˈɾæːnʲ/,nm.,king
euríonn,/ɔʏ̯ˈɾiːɔnˠ/ [ɔʏ̯ˈɾiːnˠ],v.,depend
euste,/ɔʏ̯ʃˈtʲe/,nm.,idol
eu,/ɔʏ̯/,num.,second
eupfann,/ˈepˠfˠanˠ/,v.,hang
eupfann,/ˈepˠfˠanˠ/,v.,dangle
eupf,/ɔʏ̯pˠfˠ/,adj.,lethal
eupfíonn,/ˈɔʏ̯pʲfʲiːɔnˠ/ [ˈɔʏ̯pʲfʲiːnˠ],v.,restrain
eup,/epˠ/,nnt.,lawyer
eußeann,/ɔʏ̯ˈʃəunˠ/,v.,kill
eußeann,/ɔʏ̯ˈʃəunˠ/,v.,murder
este,/ˈeʃtʲe/,nm.,office
estín,/eʃˈtʲiːnʲ/,nm.,basin
es,/eʃ/,adj.,orange
esíonn,/ˈeʃiːɔnˠ/ [ˈeʃiːnˠ],v.,wind
esí,/ˈeʃiː/,nf.,sister
e,/e/,adj.,thin (slender)
eps,/epʲʃ/,interj.,well
epsóir,/epʲˈʃoːiɾ/ [epʲˈʃoːɾ],nm.,manner
ept,/epʲtʲ/,nnt.,grid
epín,/ˈepʲiːnʲ/,nm.,absence
epíonn,/ˈepʲiːɔnˠ/ [ˈepʲiːnˠ],v.,betray
éadránaí,/ˈeːdˠʁaːnˠiː/,nnt.,peace
mainsíonn,/mˠaɲˈʃiːɔnˠ/ [mˠaɲˈʃiːnˠ],v.,attribute
main,/mˠaɲ/,nnt.,armor
