Untitled,Pronunciation,Part of speech,English
glueadzéir,/ɟɫedˠˈʦeːiɾ/ [ˈɟɫedˠʦeːɾ],nm.,hut
glueadzéir,/ɟɫedˠˈʦeːiɾ/ [ˈɟɫedˠʦeːɾ],nm.,shack
glu,/ɟɫʊ/,nnt.,witness
glüíonn,/ɟɫʏːˈiːɔnˠ/ [ˈɟɫʏːiːnˠ],nm.,teacher
glüíonn,/ɟɫʏːˈiːɔnˠ/ [ˈɟɫʏːiːnˠ],v.,teach
glüíonn,/ɟɫʏːˈiːɔnˠ/ [ˈɟɫʏːiːnˠ],v.,instruct
glüíonn,/ɟɫʏːˈiːɔnˠ/ [ˈɟɫʏːiːnˠ],v.,educate
glüíonn,/ɟɫʏːˈiːɔnˠ/ [ˈɟɫʏːiːnˠ],v.,explain
glábaechtóirrea,/ˌglæːbˠeçˌtʲoːiˈɾɾəu/ [glæːˌbˠeçtʲoːˈɾɾəu],nm.,cafe
gláboechtóir,/ˌglæːbˠeçˈtʲoːiɾ/ [glæːˈbˠeçtʲoːɾ],nm.,coffee
glánaíonn,/ˌɟɫæːnˠaˈiːɔnˠ/ [ˈɟɫæːnˠiːnˠ],v.,describe
gléchaumhpféir,/ˌɟɫeːxaʊ̯mˠpˠˈfˠeːiɾ/ [ɟɫeːˈxaʊ̯mˠpˠfˠeːɾ],nm.,pillow
gléchaumhpféir,/ˌɟɫeːxaʊ̯mˠpˠˈfˠeːiɾ/ [ɟɫeːˈxaʊ̯mˠpˠfˠeːɾ],nm.,breast (slang)
gléb,/ɟɫeːbˠ/,nm.,exit
gléheit,/gleːˈhaɪtʲ/,nm.,fertility
glé,/gleː/,adj.,fertile
glíz,/ɟɫiːʦ/,nnt.,base
glíz,/ɟɫiːʦ/,nnt.,ground
glíste,/ˈɟɫiːʃtʲe/,nm.,wall
glísán,/ˈɟɫiːʃæːnʲ/,nm.,radio
glí,/gliː/,nnt.,toast
glíß,/gliːsˠ/,nm.,secret
glóc,/ɟɫoːk/,nm.,merchandise
glóleaunn,/ɟɫoːˈlaʊnˠ/,nf.,gender
glónann,/ˈɟɫoːŋanˠ/,v.,browse
glósteinsög,/gloːʃˈtʲaɪ̯ɲʃøːg/,nf.,nickname
glúgí,/ˈɟɫuːgiː/,adj.,deep
glúmm,/ɟɫuːmˠ/,nm.,shadow
glúnaíonn,/ˌgluːnˠaˈiːɔnˠ/ [ˈgluːnˠiːnˠ],nm.,laugh
glúnaíonn,/ˌgluːnˠaˈiːɔnˠ/ [ˈgluːnˠiːnˠ],v.,laugh
glúnaíonn,/ˌgluːnˠaˈiːɔnˠ/ [ˈgluːnˠiːnˠ],v.,chuckle
glúnaíonn,/ˌgluːnˠaˈiːɔnˠ/ [ˈgluːnˠiːnˠ],v.,giggle
glúßín,/ˈgluːsˠsˠiːnʲ/,nm.,lava
geal,/gaɫ/,nm.,angel
geanaíonn,/ˌgenˠaˈiːɔnˠ/ [ˈgenˠiːnˠ],nm.,study
geas,/gəu̯ʃ/,nnt.,wax
geasí,/ˈgəu̯ʃiː/,nf.,day
geasí,/ˈgəu̯ʃiː/,nf.,date
geasí,/ˈgəu̯ʃiː/,nf.,world
geasí,/ˈgəu̯ʃiː/,nf.,earth
geasí,/ˈgəu̯ʃiː/,nf.,planet
geasí zú,/ˈgəu̯ʃiː ʦuː/,nm.,potato
gea,/ga/,nnt.,apron
gebriaheit,/ˌgebʲɾaˈhaɪtʲ/,nm.,violence
gebrea,/ˈgebʲɾa/,adj.,violent
geiciaeziaudzír,/ˌgaɪ̯caˈʒaʊ̯dʲʒiːɾ/,nf.,strength
gelín,/ˈgeliːnʲ/,nf.,tear
geo,/gɔ/,adj.,wild
geoíonn,/gɔˈiːɔnˠ/ [giːnˠ],nm.,sale
geoíonn,/gɔˈiːɔnˠ/ [giːnˠ],v.,sell
geopín,/ˈgɔpˠiːnʲ/,nm.,family (children and parents)
geoßír,/ˈgɔsˠsˠiːɾ/,nf.,average
geuc,/gek/,nm.,footpath
geuc,/gek/,nm.,sidewalk
geuzög,/ˈgeʦøːg/,nf.,vision
geuz,/gɔʏ̯ʦ/,nnt.,host
geul,/gɔʏ̯l/,nnt.,breakfast
geunaíonn,/ˌgenˠaˈiːɔnˠ/ [ˈgenˠiːnˠ],v.,study
geunaíonn,/ˌgenˠaˈiːɔnˠ/ [ˈgenˠiːnˠ],v.,examine
geurín,/ˈgɔʏ̯ɾiːnʲ/,nm.,volcano
geteuig,/geˈtʲɔʏg/,nf.,demographic
goireonínög,/ˌɟɔɾɔˈŋiːŋøːg/,nf.,budget
goiunín,/ˈɟɪŋiːnʲ/,nm.,flesh
goi,/ɟɪ/,nnt.,source
goi,/ɟɪ/,nnt.,origin
goi,/ɟɪ/,nnt.,well
goi,/ɟɪ/,nnt.,fountain
goi,/ɟɪ/,nnt.,resource
goeagómhúgann,/ˌɟəu̯goːˈmʲuːɟanˠ/,v.,care
goeoraíonn,/ˌɟeʁaˈiːɔnˠ/ [ˈɟeʁiːnˠ],v.,invent
goermhát,/ˈɟeɾmʲæːtʲ/,nnt.,costume
goermhát,/ˈɟeɾmʲæːtʲ/,nnt.,garment
goeuzlü,/ˈɟeʦɫʏ/,adj.,rich
gomm,/ɟɔmˠ/,nm.,processor
gorúir,/ɟɔˈʁuːiɾ/ [ˈɟɔʁuːɾ],nm.,class
go,/ɟɔ/,adj.,sweet
gödzéireann,/ɟøːdʲˌʒeːiˈɾəunˠ/ [ˌɟøːdʲʒeːˈɾəunˠ],v.,discover
gödzéir,/ɟøːdʲˈʒeːiɾ/ [ˈɟøːdʲʒeːɾ],nm.,discovery
gölaíonn,/ˌgøːɫaˈiːɔnˠ/ [ˈgøːɫiːnˠ],v.,launch
gölaíonn,/ˌgøːɫaˈiːɔnˠ/ [ˈgøːɫiːnˠ],v.,cast
gölaíonn,/ˌgøːɫaˈiːɔnˠ/ [ˈgøːɫiːnˠ],v.,embark
gölléir,/ɟøːˈɫeːiɾ/ [ˈɟøːɫeːɾ],nm.,butter
göraíonn,/ˌɟøːʁaˈiːɔnˠ/ [ˈɟøːʁiːnˠ],v.,applaud
göraíonn,/ˌɟøːʁaˈiːɔnˠ/ [ˈɟøːʁiːnˠ],v.,praise
görán,/ˈɟøːɾæːnʲ/,nm.,fossil
gö,/gøː/,adj.,early
grailléir,/ɟʁaˈleːiɾ/ [ˈɟʁaleːɾ],nm.,ambassador
graip,/ɟʁapʲ/,adv.,once
graerliauchiort,/ɟʁaˈɾlaʊ̯çɔʁtˠ/,adv.,tomorrow
graeusí,/ˈɟʁɔʏ̯ʃiː/,nf.,continent
grae,/ɟʁe/,adj.,massive
grae,/ɟʁe/,adj.,enormous
granaíonn,/ˌɟʁanˠaˈiːɔnˠ/ [ˈɟʁanˠiːnˠ],v.,yank
granaíonn,/ˌɟʁanˠaˈiːɔnˠ/ [ˈɟʁanˠiːnˠ],v.,jerk
gra daoibh,/ɟʁa ˈdʲɔɪvʲ/,pron.,to them (masc)
gra daoimh,/ɟʁa ˈdʲɔɪvʲ/,pron.,to them (fem)
gra taoibh,/ɟʁa ˈtʲɔɪvʲ/,pron.,to them
grä,/gɾɛː/,adj.,blunt
griaféir,/gɾɪˈfˠeːiɾ/ [ˈgɾɪfˠeːɾ],nm.,trouble
grianaíonoich,/gɾaˌnˠaiːˈɔnˠɪç/ [gɾaˈnˠiːnˠɪç],adj.,sticky
grineann,/gɾɪˈnʲəunˠ/,v.,stir
grineann,/gɾɪˈnʲəunˠ/,v.,stoke
griozaíonn,/ˌgɾɪʦaˈiːɔnˠ/ [ˈgɾɪʦiːnˠ],v.,stare
griozaíonn,/ˌgɾɪʦaˈiːɔnˠ/ [ˈgɾɪʦiːnˠ],v.,glare
griuaf,/gɾuə̯fʲ/,adj.,bizarre
griuas gorúir,/gɾuə̯ʃ ɟɔˈʁuːiɾ/ [gɾuə̯ʃ ˈɟɔʁuːɾ],nm.,middle class
griuens,/gɾʊɲʃ/,nnt.,tie
griu,/gɾʊ/,nnt.,neighbor
grisí,/ˈgɾɪʃiː/,nf.,energy (strength, stamina)
gri,/gɾɪ/,adj.,busy
grecheann,/gɾeˈçəunˠ/,v.,prove
greaif,/gɾafʲ/,nnt.,summer
greaemh,/gɾamʲ/,adj.,free
greaens,/gɾaɲʃ/,prep.,upon
greanaíonn,/ˌgɾanˠaˈiːɔnˠ/ [ˈgɾanˠiːnˠ],v.,stick
greatann,/ˈgɾetˠanˠ/,v.,collect
greatann,/ˈgɾetˠanˠ/,v.,congregate
greoileann,/gɾɔˈləunˠ/,v.,move
greoilín,/ˈgɾɔliːnʲ/,nf.,posture (bodily position)
greompfóir,/gɾemˠpˠˈfˠoːiɾ/ [ˈgɾemˠpˠfˠoːɾ],nm.,stump
greompfóir,/gɾemˠpˠˈfˠoːiɾ/ [ˈgɾemˠpˠfˠoːɾ],nm.,log
greuas,/gɾuə̯ʃ/,adj.,middle
greuas uaá,/gɾuə̯ʃ uˈəæː/,nm.,midnight
greub,/gɾɔʏ̯bˠ/,nm.,prejudice
greub,/gɾɔʏ̯bˠ/,nm.,bias
greuisíis,/gɾʊˈʃiːɪʃ/ [ˈgɾʊʃiːʃ],adj.,logical
greuisí,/ˈgɾʊʃiː/,nf.,reason
greuisí,/ˈgɾʊʃiː/,nf.,logic
greuisí,/ˈgɾʊʃiː/,nf.,rationale
greulz,/gɾʊɫʦ/,adj.,thick
greuesílü,/gɾʊˈʃiːɫʏ/,adj.,reasonable
greuíonn,/gɾɔʏ̯ˈiːɔnˠ/ [ˈgɾɔʏ̯iːnˠ],v.,cast
greuíonn,/gɾɔʏ̯ˈiːɔnˠ/ [ˈgɾɔʏ̯iːnˠ],v.,fling
grochaíonn,/ˌɟʁɔxaˈiːɔnˠ/ [ˈɟʁɔxiːnˠ],v.,contain
grochaíonn,/ˌɟʁɔxaˈiːɔnˠ/ [ˈɟʁɔxiːnˠ],v.,include
grochaíonn,/ˌɟʁɔxaˈiːɔnˠ/ [ˈɟʁɔxiːnˠ],v.,involve
grochaíonn,/ˌɟʁɔxaˈiːɔnˠ/ [ˈɟʁɔxiːnˠ],v.,entail
grochaíonn,/ˌɟʁɔxaˈiːɔnˠ/ [ˈɟʁɔxiːnˠ],v.,incorporate
groeamín,/ˈɟʁəu̯mʲiːnʲ/,nm.,brother
groer,/ɟʁɔɾ/,nnt.,pepper
gronán,/ˈɟʁɔnˠæːnʲ/,nm.,evening
groraíonn,/ˌɟʁɔʁaˈiːɔnˠ/ [ˈɟʁɔʁiːnˠ],v.,fuck (slang)
gro,/ɟʁɔ/,nnt.,dictator
groíonn,/ɟʁɔˈiːɔnˠ/ [ɟʁiːnˠ],v.,ridicule
gröllán,/ˈgɾøːlæːnʲ/,nm.,pile
gröllán,/ˈgɾøːlæːnʲ/,nm.,heap
grö,/gɾøː/,nnt.,hallway
grö,/gɾøː/,nnt.,corridor
grö,/gɾøː/,nnt.,lobby
gröpann,/ˈɟʁøːpˠanˠ/,v.,announce
gröpann,/ˈɟʁøːpˠanˠ/,v.,proclaim
gruisíonn,/ɟʁɪˈʃiːɔnˠ/ [ˈɟʁɪʃiːnˠ],v.,wander
grueanfánlü,/ɟʁenˠˈfˠæːnʲɫʏ/,adj.,lucky
grueanfán,/ˈɟʁenˠfˠæːnʲ/,nm.,chance
grueanfán,/ˈɟʁenˠfˠæːnʲ/,nm.,odds
grueanfán,/ˈɟʁenˠfˠæːnʲ/,nm.,luck
gruezüsín,/ɟʁʊˈʒʏːʃiːnʲ/,nm.,bottom (lowest part)
gruezüsín,/ɟʁʊˈʒʏːʃiːnʲ/,nm.,buttocks
gruesí,/ˈɟʁʊʃiː/,nf.,insurgent
gruesí,/ˈɟʁʊʃiː/,nf.,rebel
grüstög,/ˈɟʁʏːʃtʲøːg/,nf.,tab
grü,/ɟʁʏː/,nnt.,sausage
grü,/gɾʏː/,nnt.,pick
grálleaunn,/ɟʁæːˈlaʊnˠ/,nf.,accountant
grálleifrünn,/gɾæːˈlaɪ̯fˠʁʏːnˠ/,nnt.,bank
grálleifrünn,/gɾæːˈlaɪ̯fˠʁʏːnˠ/,nnt.,stock
grálleifrünn,/gɾæːˈlaɪ̯fˠʁʏːnˠ/,nnt.,arsenal
grállín,/ˈgɾæːliːnʲ/,nf.,bottle
gráníonn,/gɾæːˈɲiːɔnˠ/ [ˈgɾæːɲiːnˠ],v.,let
gráníonn,/gɾæːˈɲiːɔnˠ/ [ˈgɾæːɲiːnˠ],v.,allow (let)
gráníonn,/gɾæːˈɲiːɔnˠ/ [ˈgɾæːɲiːnˠ],v.,approve
gráníonn,/gɾæːˈɲiːɔnˠ/ [ˈgɾæːɲiːnˠ],v.,authorize
gráníonn,/gɾæːˈɲiːɔnˠ/ [ˈgɾæːɲiːnˠ],v.,certify
gráníonn,/gɾæːˈɲiːɔnˠ/ [ˈgɾæːɲiːnˠ],v.,enable
gráp,/ɟʁæːpʲ/,nnt.,wound
gráp,/ɟʁæːpʲ/,nnt.,trauma
grécht,/gɾeːxtˠ/,adj.,exotic
gréann,/ˈɟʁeːanˠ/ [ɟʁeːnˠ],v.,assume
gréann,/ˈɟʁeːanˠ/ [ɟʁeːnˠ],v.,presume
grézi,/ˈgɾeːʒɪ/,nnt.,species
gríann,/ˈgɾiːanˠ/ [gɾiːnˠ],v.,look out
gríann,/ˈgɾiːanˠ/ [gɾiːnˠ],v.,watch out
grímíonn,/gɾiːˈmʲiːɔnˠ/ [ˈgɾiːmʲiːnˠ],v.,encounter
grímíonn,/gɾiːˈmʲiːɔnˠ/ [ˈgɾiːmʲiːnˠ],v.,confront
grísí,/ˈɟʁiːʃiː/,nf.,napkin
grípsín,/ˈgɾiːpʲʃiːnʲ/,nm.,candy
grípsín,/ˈgɾiːpʲʃiːnʲ/,nm.,vagina (slang)
gró,/ɟʁoː/,nnt.,alphabet
grúch,/ɟʁuːx/,nm.,granite
grúc,/ɟʁuːk/,nm.,gun
grúc,/ɟʁuːk/,nm.,rifle
grúd,/gɾuːdˠ/,nm.,pandemic
grúblúníonn,/ˌgɾuːbˠɫuːˈɲiːɔnˠ/ [gɾuːbˠˈɫuːɲiːnˠ],v.,summon
grúliaunrea,/gɾuːˌlaʊˈnˠɾəu/,nf.,library
grúlleaunn,/gɾuːˈlaʊnˠ/,nf.,book
grúlleaunn,/gɾuːˈlaʊnˠ/,nf.,novel
grúlleaunn,/gɾuːˈlaʊnˠ/,nf.,magazine
grúlín,/ˈɟʁuːliːnʲ/,nf.,pottery
grúr,/gɾuːʁ/,adj.,keen
grúsög,/ˈgɾuːʃøːg/,nf.,country (nation)
grúsög cälín,/ˈgɾuːʃøːg ˈcɛːliːnʲ/,nnt.,agriculture
grúsíonn,/gɾuːˈʃiːɔnˠ/ [ˈgɾuːʃiːnˠ],v.,waste
grú,/gɾuː/,prep.,beyond
gualínlü,/ɟuə̯ˈliːnʲɫʏ/,adj.,hungry
gualín,/ˈɟuə̯liːnʲ/,nf.,hunger
gua,/ɟuə̯/,adj.,right (direction)
guiamm,/ɟɪmˠ/,nm.,load
guiann,/ˈɟɪanˠ/,v.,moan
guiann,/ˈɟɪanˠ/,v.,sigh
guimhütóir,/ˌɟɪmʲʏːˈtˠoːiɾ/ [ɟɪˈmʲʏːtˠoːɾ],nm.,soil
guiríonn,/ɟʊˈɾiːɔnˠ/ [ˈɟʊɾiːnˠ],v.,drink
guip,/ɟɪpʲ/,nnt.,quality
gulann,/ˈɟʊɫanˠ/,v.,increase
gulann,/ˈɟʊɫanˠ/,v.,expand
gulann,/ˈɟʊɫanˠ/,v.,raise
gulann,/ˈɟʊɫanˠ/,v.,enhance
gulann,/ˈɟʊɫanˠ/,v.,extend
gulann,/ˈɟʊɫanˠ/,v.,boost
gulann,/ˈɟʊɫanˠ/,v.,gain
gueazíonn,/ɟəu̯ˈʒiːɔnˠ/ [ˈɟəu̯ʒiːnˠ],v.,define
guealleann,/ɟəu̯ˈləunˠ/,v.,dodge
guea,/ɟəu̯/,nnt.,integrity
gueaß,/ɟesˠ/,nm.,ammunition
guebhíonn,/ɟʊˈvʲiːɔnˠ/ [ˈɟʊvʲiːnˠ],v.,fly
guebhíonn,/ɟʊˈvʲiːɔnˠ/ [ˈɟʊvʲiːnˠ],v.,glide
guebhíonn,/ɟʊˈvʲiːɔnˠ/ [ˈɟʊvʲiːnˠ],v.,slide
guebhíonn,/ɟʊˈvʲiːɔnˠ/ [ˈɟʊvʲiːnˠ],v.,skid
guebhíonn,/ɟʊˈvʲiːɔnˠ/ [ˈɟʊvʲiːnˠ],v.,slip
guegéir,/ɟeˈgeːiɾ/ [ˈɟegeːɾ],nm.,lime
guein,/ɟaɪ̯ɲ/,v.,snow
guein,/ɟaɪ̯ɲ/,nnt.,snow
gueons,/ɟeŋsˠ/,adv.,usually
guerzín,/ˈɟeɾʒiːnʲ/,nm.,dairy
gueunann,/ˈɟeŋanˠ/,v.,like
gueunann,/ˈɟeŋanˠ/,v.,love
gueunann,/ˈɟeŋanˠ/,v.,admire
gueunann,/ˈɟeŋanˠ/,v.,enjoy
guetán,/ˈɟetʲæːnʲ/,nm.,lizard
gue,/ɟe/,prep.,between
gung,/ɟʊŋ/,adv.,especially
gung,/ɟʊŋ/,adj.,special
gunheit,/ɟʊŋˈhaɪtʲ/,nnt.,characteristic
guséir,/ɟʊˈsˠeːiɾ/ [ˈɟʊsˠeːɾ],nm.,article (text)
guíonn,/ɟʊˈiːɔnˠ/ [ɟiːnˠ],v.,face
gupf,/ɟʊpˠfˠ/,adj.,general
gupf,/ɟʊpˠfˠ/,adj.,generic
güchín,/ˈɟʏːxiːnʲ/,nm.,right
güchín,/ˈɟʏːxiːnʲ/,nm.,entitlement
güchín,/ˈɟʏːxiːnʲ/,nm.,license
güg,/gʏːg/,adv.,etcetera
gülleaunn,/ɟʏːˈlaʊnˠ/,nf.,ice
gülín,/ˈgʏːliːnʲ/,nf.,pillar
günsíonn,/ɟʏːɲˈʃiːɔnˠ/ [ˈɟʏːɲʃiːnˠ],v.,sponsor
güsaíonn,/ˌɟʏːsˠaˈiːɔnˠ/ [ˈɟʏːsˠiːnˠ],v.,send
güíonn,/ɟʏːˈiːɔnˠ/ [ˈɟʏːiːnˠ],v.,settle
gállín,/ˈgæːliːnʲ/,nf.,pest
gállín,/ˈgæːliːnʲ/,nf.,bully
gánaíonn,/ˌgæːnˠaˈiːɔnˠ/ [ˈgæːnˠiːnˠ],v.,crumple
gánaíonn,/ˌgæːnˠaˈiːɔnˠ/ [ˈgæːnˠiːnˠ],v.,ruffle
gár,/gæːʁ/ [gə],adj.,black
gáránlü,/ɟæːˈɾæːnʲɫʏ/,adj.,confident
gárán,/ˈɟæːɾæːnʲ/,nm.,confidence
gáseann,/ɟæːˈʃəunˠ/,v.,download
gá,/ɟæː/,adj.,fair
gá,/ɟæː/,adj.,just
gá,/ɟæː/,adj.,moral
gá,/gæː/,nnt.,light
géchán,/ˈɟeːçæːnʲ/,nm.,calf
gézaíonn,/ˌgeːʦaˈiːɔnˠ/ [ˈgeːʦiːnˠ],v.,smuggle
gél,/geːɫ/,num.,nine
gélír,/ˈgeːliːɾ/,nf.,wage
gélír,/ˈgeːliːɾ/,nf.,salary
génaíonn,/ˌɟeːnˠaˈiːɔnˠ/ [ˈɟeːnˠiːnˠ],v.,report
génaíonn,/ˌɟeːnˠaˈiːɔnˠ/ [ˈɟeːnˠiːnˠ],v.,notify
génaíonn,/ˌɟeːnˠaˈiːɔnˠ/ [ˈɟeːnˠiːnˠ],v.,inform
génaíonn,/ˌɟeːnˠaˈiːɔnˠ/ [ˈɟeːnˠiːnˠ],v.,alert
géns,/ɟeːŋsˠ/,adj.,past
géns geasí,/ɟeːŋsˠ ˈgəu̯ʃiː/,nm.,yesterday
gértúir,/geːɾˈtʲuːiɾ/ [ˈgeːɾtʲuːɾ],nm.,angle
gértúir,/geːɾˈtʲuːiɾ/ [ˈgeːɾtʲuːɾ],nm.,corner
gértúir,/geːɾˈtʲuːiɾ/ [ˈgeːɾtʲuːɾ],nm.,direction (way)
gés,/ɟeːʃ/,nnt.,instrument
gépseann,/geːpʲˈʃəunˠ/,nf.,tray
gépseann,/geːpʲˈʃəunˠ/,v.,hold
gépseann,/geːpʲˈʃəunˠ/,v.,support
gépseann,/geːpʲˈʃəunˠ/,v.,reinforce
gépseann,/geːpʲˈʃəunˠ/,v.,supplement
géps,/ɟeːpʲʃ/,adj.,bankrupt
géps,/ɟeːpʲʃ/,adj.,broke
gíg,/ɟiːɟ/,adj.,arrogant
gíseann,/ɟiːˈʃəunˠ/,v.,ban
gíseann,/ɟiːˈʃəunˠ/,v.,prohibit
gíseann,/ɟiːˈʃəunˠ/,v.,restrict
gís,/giːʃ/,nnt.,tap (faucet)
gí,/giː/,nnt.,lobster
gí,/ɟiː/,adj.,serious
gí,/ɟiː/,adj.,sincere
gí,/ɟiː/,adj.,sober
góch,/goːç/,adj.,mature
góch,/goːç/,adj.,sophisticated
góch,/goːç/,adj.,ripe
gózoeueg,/goːˈʦɔʏg/,nf.,loss
gózoeuegíonn,/goːˌʦɔʏˈgiːɔnˠ/ [ˌgoːʦɔˈʏgiːnˠ],v.,lose
gózúir,/ɟoːˈʒuːiɾ/ [ˈɟoːʒuːɾ],nm.,male
gózúir,/ɟoːˈʒuːiɾ/ [ˈɟoːʒuːɾ],nm.,guy
gómhpféir,/goːmˠpˠˈfˠeːiɾ/ [ˈgoːmˠpˠfˠeːɾ],nm.,public
gónfán,/ˈgoːnʲfʲæːnʲ/,nm.,pumpkin
gónaíonn,/ˌɟoːnˠaˈiːɔnˠ/ [ˈɟoːnˠiːnˠ],v.,stress
gór,/goːɾ/,adv.,almost
gótaíonn,/ˌgoːtˠaˈiːɔnˠ/ [ˈgoːtˠiːnˠ],v.,take apart
gótaíonn,/ˌgoːtˠaˈiːɔnˠ/ [ˈgoːtˠiːnˠ],v.,dismantle
gótaíonn,/ˌgoːtˠaˈiːɔnˠ/ [ˈgoːtˠiːnˠ],v.,destroy
gó,/ɟoː/,nnt.,leaf
gó,/ɟoː/,nnt.,sheet
gó,/ɟoː/,nnt.,foliage
gó chliagaíonn,/ɟoː ˌçlaɟaˈiːɔnˠ/ [ɟoː ˈçlaɟiːnˠ],nf.,exam
gó chleagaíonn,/ɟoː ˌçlaɟaˈiːɔnˠ/ [ɟoː ˈçlaɟiːnˠ],nm.,analysis
gó cianaíonn,/ɟoː ˌcanˠaˈiːɔnˠ/ [ɟoː ˈcanˠiːnˠ],nm.,service
gó clabhann,/ɟoː ˈkɫavˠanˠ/ [ɟoː ˈkɫawanˠ],nnt.,choice
gó crionn,/ɟoː ˈcɾɪɔnˠ/,nf.,protection
gó creidzaíonn,/ɟoː ˌcɾaɪ̯dˠʦaˈiːɔnˠ/ [ɟoː ˈcɾaɪ̯dˠʦiːnˠ],nm.,memory
gó dänaíonn,/ɟoː ˌdʲɛːnˠaˈiːɔnˠ/ [ɟoː ˈdʲɛːnˠiːnˠ],nm.,circulation
gó dreaiteann,/ɟoː dʲɾaˈtʲəunˠ/,nm.,company
gó duichtíonn,/ɟoː dˠʊçˈtʲiːɔnˠ/ [ɟoː ˈdˠʊçtʲiːnˠ],nnt.,action (movement)
gó dáhrígann,/ɟoː dˠæːhˈʁiːɟanˠ/,nm.,hearing
gó déonn,/ɟoː ˈdʲeːɔnˠ/ [ɟoː dʲeːnˠ],nnt.,division
gó amhaíonn,/ɟoː ˌamˠaˈiːɔnˠ/ [ɟoː ˈamˠiːnˠ],nnt.,existence
gó boíonn,/ɟoː bˠɔˈiːɔnˠ/ [ɟoː bˠiːnˠ],nm.,reflection
gó broeteann,/ɟoː bˠʁeˈtʲəunˠ/,nf.,behavior
gó glionann,/ɟoː ˈglɔnˠanˠ/,nm.,government
gó gloißeann,/ɟoː ɟɫɪˈʃəunˠ/,nf.,failure
gó glánaíonn,/ɟoː ˌɟɫæːnˠaˈiːɔnˠ/ [ɟoː ˈɟɫæːnˠiːnˠ],nf.,description
gó grecheann,/ɟoː gɾeˈçəunˠ/,nf.,proof
gó greoeleann,/ɟoː gɾɔˈləunˠ/,nnt.,movement
gó greoeleann,/ɟoː gɾɔˈləunˠ/,nnt.,motion
gó guibhíonn,/ɟoː ɟʊˈvʲiːɔnˠ/ [ɟoː ˈɟʊvʲiːnˠ],nnt.,flight
gó güíonn,/ɟoː ɟʏːˈiːɔnˠ/ [ɟoː ˈɟʏːiːnˠ],nnt.,settlement (village)
gó gúnönaíonn,/ɟoː ɟuːˌɲøːnˠaˈiːɔnˠ/ [ɟoː ɟuːˈɲøːnˠiːnˠ],nm.,death
gó infíonn,/ɟoː ɪnʲˈfʲiːɔnˠ/ [ɟoː ˈɪnʲfʲiːnˠ],nm.,destruction
gó zaeonn,/ɟoː ˈʦeɔnˠ/,nm.,value
gó zanaíonn,/ɟoː ˌʦanˠaˈiːɔnˠ/ [ɟoː ˈʦanˠiːnˠ],nm.,intervention
gó zanónaíonn,/ɟoː ʦaˌŋoːnˠaˈiːɔnˠ/ [ɟoː ʦaˈŋoːnˠiːnˠ],nf.,permission
gó zöchíonn,/ɟoː ʦøːˈçiːɔnˠ/ [ɟoː ˈʦøːçiːnˠ],nnt.,agreement
gó llärzíonn,/ɟoː lɛːɾˈʒiːɔnˠ/ [ɟoː ˈlɛːɾʒiːnˠ],nnt.,emphasis
gó lliaisíonn,/ɟoː laˈʃiːɔnˠ/ [ɟoː ˈlaʃiːnˠ],nm.,perception
gó lliallann,/ɟoː ˈlɪɫanˠ/,nnt.,election
gó llineonn,/ɟoː lɪˈɲeɔnˠ/,nm.,pleasure
gó lleuereobhaíonn,/ɟoː lʊˌɾevˠaˈiːɔnˠ/ [ɟoː lʊˈɾewiːnˠ],nnt.,test
gó lleupteann,/ɟoː lɔʏ̯pʲˈtʲəunˠ/,nnt.,advertisement
gó llíonn,/ɟoː ˈliːɔnˠ/ [ɟoː liːnˠ],nm.,feeling
gó leabhann,/ɟoː ˈlevˠanˠ/ [ɟoː ˈlewanˠ],nf.,growth
gó leaubheuraíonn,/ɟoː laʊ̯ˌvʲʊʁaˈiːɔnˠ/ [ɟoː laʊ̯ˈvʲʊʁiːnˠ],nm.,arrival
gó euíonn,/ɟoː ɔʏ̯ˈiːɔnˠ/ [ɟoː ˈɔʏ̯iːnˠ],nf.,entrance
gó eteann,/ɟoː eˈtʲəunˠ/,nnt.,decision
gó meoemhíonn,/ɟoː mʲɔˈmʲiːɔnˠ/ [ɟoː ˈmʲɔmʲiːnˠ],nm.,excitement
gó moefíonn,/ɟoː mˠeˈfʲiːɔnˠ/ [ɟoː ˈmˠefʲiːnˠ],nm.,victory
gó röníonn,/ɟoː ɾøːˈɲiːɔnˠ/ [ɟoː ˈʁøːɲiːnˠ],nf.,appearance (act of appearing)
gó scauzíonn,/ɟoː sˠkaʊ̯ˈʒiːɔnˠ/ [ɟoː ˈsˠkaʊ̯ʒiːnˠ],nf.,repetition
gó sciuigeann,/ɟoː ʃcʊˈgəunˠ/,nf.,pressure
gó sceaíonn,/ɟoː ʃcəu̯ˈiːɔnˠ/ [ɟoː ˈʃcəu̯iːnˠ],nm.,argument
gó sél,/ɟoː ʃeːl/,nf.,reversal
gó teoezeann,/ɟoː tʲɔˈʒəunˠ/,nnt.,conquest
gó trámhpfíonn,/ɟoː tˠʁæːmʲpʲˈfʲiːɔnˠ/ [ɟoː ˈtˠʁæːmʲpʲfʲiːnˠ],nnt.,defense
gó ánaíonn,/ɟoː ˌæːnˠaˈiːɔnˠ/ [ɟoː ˈæːnˠiːnˠ],nm.,belief
gó ánteabheann,/ɟoː ˌæːnʲtʲəu̯ˈvʲəunˠ/,nnt.,preparation
gó Iuabänseann,/ɟoː ˌnʲuə̯bʲɛːɲˈʃəunˠ/,nm.,recognition
